Address,Price,Links,Dates,Details,City
"Yorktown Plan, Mead at Southshore","$660,950+",https://www.zillow.com/community/mead-at-southshore/2062188234_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-24,"4 bds3 ba2,930 sqft",Aurora
"Sierra Plan, Harmony","$519,990+",https://www.zillow.com/community/harmony/2064153781_zpid/,Open: Monday?Saturday 1... From 2023-08-24,"5 bds3 ba2,476 sqft",Aurora
"Wellesley ; Residence 50264 Plan, The Outlook at Southshore","$802,990+",https://www.zillow.com/community/outlook-at-southshore/2063415431_zpid/,Open: Mon 10 - 6 Tue 10... From 2023-08-24,"4 bds5 ba3,138 sqft",Aurora
"7119 S Riverwood Way, Aurora, CO 80016","$975,000 ",https://www.zillow.com/homedetails/7119-S-Riverwood-Way-Aurora-CO-80016/295017291_zpid/,3 days on Zillow From 2023-08-25,"5 bds4 ba5,874 sqft",Aurora
"Hemingway Plan, Mead at Southshore","$629,950+",https://www.zillow.com/community/mead-at-southshore/2062188233_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds3 ba2,520 sqft",Aurora
"Cornell II ; Residence 50265 Plan, The Outlook at Southshore","$795,990+",https://www.zillow.com/community/outlook-at-southshore/2063415429_zpid/,Open: Mon 10 - 6 Tue 10... From 2023-08-25,"5 bds4 ba3,246 sqft",Aurora
"4804 S Quintero Circle, Aurora, CO 80015","$450,000 ",https://www.zillow.com/homedetails/4804-S-Quintero-Cir-Aurora-CO-80015/13107661_zpid/,Open: Sat. 11am-2pm From 2023-08-25,"3 bds3 ba1,662 sqft",Aurora
"Plan 1885 Plan, Painted Prairie Villas","$469,990+",https://www.zillow.com/community/painted-prairie-villas/2063046175_zpid/,Open: Mon-Tues: 10 AM-6... From 2023-08-25,"3 bds3 ba1,885 sqft",Aurora
"24414 E Ford Avenue, Aurora, CO 80018","$615,000 ",https://www.zillow.com/homedetails/24414-E-Ford-Ave-Aurora-CO-80018/295029510_zpid/,3 days on Zillow From 2023-08-25,"3 bds3 ba2,812 sqft",Aurora
"4094 Picadilly Court, Aurora, CO 80019","$575,000 ",https://www.zillow.com/homedetails/4094-N-Picadilly-Ct-Aurora-CO-80019/337810045_zpid/,Open: Sat. 11:30am-1:30pm From 2023-08-25,"3 bds3 ba2,372 sqft",Aurora
,,,,,Aurora
"26334 E Phillips Place, Aurora, CO 80016","$900,000 ",https://www.zillow.com/homedetails/26334-E-Phillips-Pl-Aurora-CO-80016/99607786_zpid/,3 days on Zillow From 2023-08-25,"6 bds5 ba4,786 sqft",Aurora
"BRIDGEPORT Plan, Harmony","$627,990+",https://www.zillow.com/community/harmony/2063468467_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds3 ba2,548 sqft",Aurora
"24390 E 42nd Avenue, Aurora, CO 80019","$436,950 ",https://www.zillow.com/homedetails/24390-E-42nd-Ave-Aurora-CO-80019/2055907772_zpid/,3 days on Zillow From 2023-08-25,"3 bds3 ba1,475 sqft",Aurora
"24633 E 36th Avenue, Aurora, CO 80019","$818,950 ",https://www.zillow.com/homedetails/24633-E-36th-Ave-Commerce-City-CO-80022/2055907773_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds4 ba4,537 sqft",Aurora
"13618 E Bethany Place Unit 303, Aurora, CO 80014","$299,500 ",https://www.zillow.com/homedetails/13618-E-Bethany-Pl-APT-303-Aurora-CO-80014/13058344_zpid/,3 days on Zillow From 2023-08-25,"2 bds2 ba1,200 sqft",Aurora
"22823 E Orchard Place, Aurora, CO 80015","$549,000 ",https://www.zillow.com/homedetails/22823-E-Orchard-Pl-Aurora-CO-80015/54647177_zpid/,3 days on Zillow From 2023-08-25,"4 bds3 ba2,079 sqft",Aurora
"2213 S Kingston Court, Aurora, CO 80014","$539,000 ",https://www.zillow.com/homedetails/2213-S-Kingston-Ct-Aurora-CO-80014/13053451_zpid/,3 days on Zillow From 2023-08-25,"3 bds2 ba2,192 sqft",Aurora
"453 S Nome Way, Aurora, CO 80012","$380,000 ",https://www.zillow.com/homedetails/453-S-Nome-Way-Aurora-CO-80012/13042705_zpid/,3 days on Zillow From 2023-08-25,"4 bds2 ba1,628 sqft",Aurora
"17620 E Loyola Drive Unit 1731l, Aurora, CO 80013","$247,000 ",https://www.zillow.com/homedetails/17620-E-Loyola-Dr-UNIT-1731L-Aurora-CO-80013/13096759_zpid/,3D Tour From 2023-08-25,1 bd1 ba800 sqft,Aurora
"Devoe Plan, Red Maple Ridge Neighborhood at Copperleaf","$507,950+",https://www.zillow.com/community/red-maple-ridge-neighborhood-at-copperleaf/2063258109_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"2 bds3 ba1,800 sqft",Aurora
"19578 E Purdue Place, Aurora, CO 80013","$491,000 ",https://www.zillow.com/homedetails/19578-E-Purdue-Pl-Aurora-CO-80013/13094789_zpid/,Open: Fri. 8am-7:30pm From 2023-08-25,"3 bds2 ba1,674 sqft",Aurora
"24382 E 42nd Avenue, Aurora, CO 80019","$431,950 ",https://www.zillow.com/homedetails/24382-E-42nd-Ave-Aurora-CO-80019/2055910866_zpid/,4 days on Zillow From 2023-08-25,"3 bds3 ba1,438 sqft",Aurora
"1822 S Quintero Way Unit 121, Aurora, CO 80017","$355,000 ",https://www.zillow.com/homedetails/1822-S-Quintero-Way-121-Aurora-CO-80017/2055912492_zpid/,4 days on Zillow From 2023-08-25,"2 bds3 ba1,321 sqft",Aurora
"960 S Dawson Way Unit 6, Aurora, CO 80012","$225,000 ",https://www.zillow.com/homedetails/960-S-Dawson-Way-UNIT-6-Aurora-CO-80012/67448174_zpid/,4 days on Zillow From 2023-08-25,Studio -- ba678 sqft,Aurora
"Plan 2282 Modeled Plan, Painted Prairie","$536,990+",https://www.zillow.com/community/painted-prairie/2062312987_zpid/,Open: Mon-Thurs: 10 AM-... From 2023-08-25,"3 bds3 ba2,301 sqft",Aurora
"10 N Waterloo Street, Aurora, CO 80018","$760,950 ",https://www.zillow.com/homedetails/10-N-Waterloo-St-Aurora-CO-80018/2055913299_zpid/,4 days on Zillow From 2023-08-25,"5 bds3 ba3,772 sqft",Aurora
"26900 E Colfax Avenue Lot 436, Aurora, CO 80018","$160,000 ",https://www.zillow.com/homedetails/26900-E-Colfax-Ave-LOT-436-Aurora-CO-80018/13175914_zpid/,4 days on Zillow From 2023-08-25,"4 bds2 ba1,820 sqft",Aurora
"Silverthorne Plan, Harmony","$489,990+",https://www.zillow.com/community/harmony/2064153784_zpid/,Open: Monday?Saturday 1... From 2023-08-25,"3 bds2 ba1,894 sqft",Aurora
"Larkspur ; Residence 40212 Plan, The Outlook at Southshore","$649,990+",https://www.zillow.com/community/outlook-at-southshore/2063415433_zpid/,Open: Mon 10 - 6 Tue 10... From 2023-08-25,"3 bds3 ba2,157 sqft",Aurora
"Plan 1963 Plan, Painted Prairie Villas","$479,990+",https://www.zillow.com/community/painted-prairie-villas/2063046176_zpid/,Open: Mon-Tues: 10 AM-6... From 2023-08-25,"3 bds3 ba1,963 sqft",Aurora
"6966 S Buchanan Court, Aurora, CO 80016","$730,000 ",https://www.zillow.com/homedetails/6966-S-Buchanan-Ct-Aurora-CO-80016/124748167_zpid/,4 days on Zillow From 2023-08-25,"3 bds3 ba3,619 sqft",Aurora
"4777 S Odessa Street, Centennial, CO 80015","$730,000 ",https://www.zillow.com/homedetails/4777-S-Odessa-St-Centennial-CO-80015/99626518_zpid/,Open: Sat. 1am-4pm From 2023-08-25,"4 bds3 ba4,012 sqft",Aurora
"Lapis Plan, Harmony","$528,950+",https://www.zillow.com/community/harmony/2066477243_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds3 ba2,210 sqft",Aurora
"HENLEY Plan, Harmony","$637,990+",https://www.zillow.com/community/harmony/2063468457_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"5 bds3 ba2,652 sqft",Aurora
"1728 Eagle Street Unit D, Aurora, CO 80011","$250,000 ",https://www.zillow.com/homedetails/1728-Eagle-St-APT-D-Aurora-CO-80011/63839552_zpid/,Open: Sat. 11am-1pm From 2023-08-25,2 bds1 ba828 sqft,Aurora
"14001 E Marina Drive Unit 505, Aurora, CO 80014","$412,500 ",https://www.zillow.com/homedetails/14001-E-Marina-Dr-APT-505-Aurora-CO-80014/13082712_zpid/,3D Tour From 2023-08-25,"2 bds2 ba1,560 sqft",Aurora
"12028 E Harvard Avenue, Aurora, CO 80014","$400,000 ",https://www.zillow.com/homedetails/12028-E-Harvard-Ave-Aurora-CO-80014/13054117_zpid/,4 days on Zillow From 2023-08-25,"3 bds2 ba1,572 sqft",Aurora
"3140 Revere Street, Aurora, CO 80011","$430,000 ",https://www.zillow.com/homedetails/3140-Revere-St-Aurora-CO-80011/13018152_zpid/,4 days on Zillow From 2023-08-25,"3 bds2 ba2,352 sqft",Aurora
"19149 E Milan Circle, Aurora, CO 80013","$499,900 ",https://www.zillow.com/homedetails/19149-E-Milan-Cir-Aurora-CO-80013/13093987_zpid/,Open: Sat. 12-2pm From 2023-08-25,"4 bds4 ba2,146 sqft",Aurora
"3857 S Fraser Street, Aurora, CO 80014","$390,000 ",https://www.zillow.com/homedetails/3857-S-Fraser-St-Aurora-CO-80014/13101033_zpid/,Open: Fri. 8am-7:30pm From 2023-08-25,"4 bds2 ba1,872 sqft",Aurora
"Plan 1821 Plan, Painted Prairie","$519,990+",https://www.zillow.com/community/painted-prairie/2062500243_zpid/,Open: Mon-Thurs: 10 AM-... From 2023-08-25,"3 bds2 ba1,821 sqft",Aurora
"Pathmaker Plan, The Aurora Highlands","$559,990+",https://www.zillow.com/community/aurora-highlands/2066580186_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-25,"4 bds3 ba2,392 sqft",Aurora
"Yorktown Plan, Mead at Southshore","$660,950+",https://www.zillow.com/community/mead-at-southshore/2062188234_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds3 ba2,930 sqft",Aurora
"4602 S Pagosa Circle, Aurora, CO 80015","$420,000 ",https://www.zillow.com/homedetails/4602-S-Pagosa-Cir-Aurora-CO-80015/13107076_zpid/,"Price cut: $6,500 (Aug 23) From 2023-08-25",3 bds1 ba854 sqft,Aurora
"12048 E Canal Drive, Aurora, CO 80011","$360,000 ",https://www.zillow.com/homedetails/12048-E-Canal-Dr-Aurora-CO-80011/13037830_zpid/,7 days on Zillow From 2023-08-25,"4 bds2 ba1,860 sqft",Aurora
"1848 S Fundy Way, Aurora, CO 80017","$440,000 ",https://www.zillow.com/homedetails/1848-S-Fundy-Way-Aurora-CO-80017/13076040_zpid/,7 days on Zillow From 2023-08-25,"2 bds1 ba1,616 sqft",Aurora
"12431 E Caspian Drive, Aurora, CO 80014","$550,000 ",https://www.zillow.com/homedetails/12431-E-Caspian-Dr-Aurora-CO-80014/13051445_zpid/,Open: Sat. 11am-2pm From 2023-08-25,"3 bds3 ba2,546 sqft",Aurora
"Graham Plan, Waterstone : The Monarch Collection","$653,900+",https://www.zillow.com/community/waterstone-monarch-collection/2069960461_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-25,"3 bds2 ba1,974 sqft",Aurora
"12594 E Pacific Circle Unit A, Aurora, CO 80014","$345,000 ",https://www.zillow.com/homedetails/12594-E-Pacific-Cir-UNIT-E-Aurora-CO-80014/2089691667_zpid/,7 days on Zillow From 2023-08-25,"2 bds3 ba1,307 sqft",Aurora
"7547 S Patsburg Way, Aurora, CO 80016","$850,000 ",https://www.zillow.com/homedetails/7547-S-Patsburg-Way-Aurora-CO-80016/295029776_zpid/,Open: Sat. 11:30am-1:30pm From 2023-08-25,"5 bds4 ba4,190 sqft",Aurora
"3082 S Wheeling Way Unit 408, Aurora, CO 80014","$349,500 ",https://www.zillow.com/homedetails/3082-S-Wheeling-Way-APT-408-Aurora-CO-80014/13058681_zpid/,7 days on Zillow From 2023-08-25,"2 bds2 ba1,560 sqft",Aurora
"1460 S Ventura Street, Aurora, CO 80017","$475,000 ",https://www.zillow.com/homedetails/1460-S-Ventura-St-Aurora-CO-80017/13074476_zpid/,Open: Sat. 1-3pm From 2023-08-25,"3 bds2 ba3,024 sqft",Aurora
"17886 E Tennessee Place, Aurora, CO 80017","$448,900 ",https://www.zillow.com/homedetails/17886-E-Tennessee-Pl-Aurora-CO-80017/13063938_zpid/,7 days on Zillow From 2023-08-25,"3 bds2 ba1,462 sqft",Aurora
"1949 S Flanders Way Unit D, Aurora, CO 80013","$465,000 ",https://www.zillow.com/homedetails/1949-S-Flanders-Way-UNIT-D-Aurora-CO-80013/247466911_zpid/,Open: Sat. 11am-1pm From 2023-08-25,"2 bds2 ba1,266 sqft",Aurora
"Seth Plan, Mead at Southshore","$673,950+",https://www.zillow.com/community/mead-at-southshore/2062188232_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds3 ba3,000 sqft",Aurora
"Denali Plan, Harmony","$534,990+",https://www.zillow.com/community/harmony/2064153782_zpid/,Open: Monday?Saturday 1... From 2023-08-25,"5 bds3 ba2,600 sqft",Aurora
"Evans Plan, Waterstone : The Pioneer Collection","$618,900+",https://www.zillow.com/community/waterstone-pioneer-collection/2081248360_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-25,"4 bds3 ba2,140 sqft",Aurora
"Camellia ; Residence 40213 Plan, The Outlook at Southshore","$674,990+",https://www.zillow.com/community/outlook-at-southshore/2063415424_zpid/,Open: Mon 10 - 6 Tue 10... From 2023-08-25,"3 bds3 ba2,439 sqft",Aurora
"2011 Espana Way, Aurora, CO 80011","$510,000 ",https://www.zillow.com/homedetails/2011-Espana-Way-Aurora-CO-80011/13013609_zpid/,"Price cut: $5,000 (Aug 18) From 2023-08-25","4 bds3 ba2,272 sqft",Aurora
"1365 Scranton Street, Aurora, CO 80011","$499,900 ",https://www.zillow.com/homedetails/1365-Scranton-St-Aurora-CO-80011/13032246_zpid/,3D Tour From 2023-08-25,"5 bds2 ba2,184 sqft",Aurora
"3971 S Carson Street Unit D, Aurora, CO 80014","$425,000 ",https://www.zillow.com/homedetails/3971-S-Carson-St-UNIT-D-Aurora-CO-80014/13101798_zpid/,7 days on Zillow From 2023-08-25,"2 bds2 ba1,356 sqft",Aurora
"Dillon II Plan, Landmark at Mead at Southshore","$847,950+",https://www.zillow.com/community/landmark-at-mead-at-southshore/2069179979_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds4 ba3,210 sqft",Aurora
"910 S Dawson Way Unit 20, Aurora, CO 80012","$167,450 ",https://www.zillow.com/homedetails/910-S-Dawson-Way-UNIT-20-Aurora-CO-80012/13067195_zpid/,7 days on Zillow From 2023-08-25,1 bd1 ba482 sqft,Aurora
"Parklane Plan, The Aurora Highlands","$680,990+",https://www.zillow.com/community/aurora-highlands/2066578057_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-25,"3 bds3 ba2,428 sqft",Aurora
"6354 S Millbrook Way, Aurora, CO 80016","$762,000 ",https://www.zillow.com/homedetails/6354-S-Millbrook-Way-Aurora-CO-80016/87628763_zpid/,3D Tour From 2023-08-25,"4 bds3 ba4,255 sqft",Aurora
"22840 E Chenango Avenue, Aurora, CO 80015","$674,900 ",https://www.zillow.com/homedetails/22840-E-Chenango-Ave-Aurora-CO-80015/122254356_zpid/,7 days on Zillow From 2023-08-25,"4 bds4 ba2,939 sqft",Aurora
"418 S Lima Circle, Aurora, CO 80012","$485,000 ",https://www.zillow.com/homedetails/418-S-Lima-Cir-Aurora-CO-80012/13043046_zpid/,Open: Sat. 11am-2pm From 2023-08-25,"4 bds2 ba1,824 sqft",Aurora
"HOLCOMBE Plan, Harmony","$614,990+",https://www.zillow.com/community/harmony/2063468466_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds3 ba2,398 sqft",Aurora
"2566 S Quintero Way, Aurora, CO 80013","$469,900 ",https://www.zillow.com/homedetails/2566-S-Quintero-Way-Aurora-CO-80013/13078067_zpid/,7 days on Zillow From 2023-08-25,"3 bds2 ba1,344 sqft",Aurora
"13636 E Evans Avenue, Aurora, CO 80014","$400,000 ",https://www.zillow.com/homedetails/13636-E-Evans-Ave-Aurora-CO-80014/13050114_zpid/,Open: Sat. 10am-12pm From 2023-08-25,"2 bds3 ba2,216 sqft",Aurora
"1458 S Flanders Street, Aurora, CO 80017","$645,000 ",https://www.zillow.com/homedetails/1458-S-Flanders-St-Aurora-CO-80017/68047373_zpid/,3D Tour From 2023-08-25,"6 bds4 ba3,553 sqft",Aurora
"22749 E Eads Circle, Aurora, CO 80016","$975,000 ",https://www.zillow.com/homedetails/22749-E-Eads-Cir-Aurora-CO-80016/245220004_zpid/,8 days on Zillow From 2023-08-25,"2 bds3 ba4,687 sqft",Aurora
"24697 E Arizona Circle, Aurora, CO 80018","$520,000 ",https://www.zillow.com/homedetails/24697-E-Arizona-Cir-Aurora-CO-80018/58888499_zpid/,Open: Sat. 11am-2pm From 2023-08-25,"4 bds3 ba2,612 sqft",Aurora
"3562 S Kittredge Street Unit B, Aurora, CO 80013","$390,000 ",https://www.zillow.com/homedetails/3562-S-Kittredge-St-APT-B-Aurora-CO-80013/13098587_zpid/,8 days on Zillow From 2023-08-25,"4 bds2 ba1,304 sqft",Aurora
"171 S Waterloo Street, Aurora, CO 80018","$803,950 ",https://www.zillow.com/homedetails/171-S-Waterloo-Ct-Aurora-CO-80016/2055950597_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"5 bds3 ba3,772 sqft",Aurora
"14330 E Hampden Avenue, Aurora, CO 80014","$639,999 ",https://www.zillow.com/homedetails/14330-E-Hampden-Ave-Aurora-CO-80014/13101426_zpid/,8 days on Zillow From 2023-08-25,"3 bds3 ba2,945 sqft",Aurora
"23629 E Otero Drive, Aurora, CO 80016","$845,000 ",https://www.zillow.com/homedetails/23629-E-Otero-Dr-Aurora-CO-80016/54644457_zpid/,8 days on Zillow From 2023-08-25,"4 bds3 ba3,858 sqft",Aurora
"4143 S Lisbon Way, Aurora, CO 80013","$609,000 ",https://www.zillow.com/homedetails/4143-S-Lisbon-Way-Aurora-CO-80013/13092308_zpid/,8 days on Zillow From 2023-08-25,"4 bds4 ba3,064 sqft",Aurora
"1133 S Oakland Street, Aurora, CO 80012","$529,000 ",https://www.zillow.com/homedetails/1133-S-Oakland-St-Aurora-CO-80012/13047134_zpid/,Open: Sat. 12-3pm From 2023-08-25,"5 bds2 ba2,113 sqft",Aurora
"Seth Plan, Harmony","$624,950+",https://www.zillow.com/community/harmony/2067387752_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"4 bds3 ba3,000 sqft",Aurora
"Rainier Plan, Harmony","$497,990+",https://www.zillow.com/community/harmony/2064153780_zpid/,Open: Monday?Saturday 1... From 2023-08-25,"4 bds3 ba2,253 sqft",Aurora
"Princeton II ; Residence 50263 Plan, The Outlook at Southshore","$750,990+",https://www.zillow.com/community/outlook-at-southshore/2063415430_zpid/,Open: Mon 10 - 6 Tue 10... From 2023-08-25,"3 bds4 ba2,813 sqft",Aurora
"Bedford Plan, The Aurora Highlands","$611,950+",https://www.zillow.com/community/aurora-highlands/2070071012_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds3 ba2,363 sqft",Aurora
"23715 E Mississippi Cir, Aurora, CO 80018","$524,900 ",https://www.zillow.com/homedetails/23715-E-Mississippi-Cir-Aurora-CO-80018/63346054_zpid/,"Price cut: $7,000 (Aug 19) From 2023-08-25","3 bds3 ba1,773 sqft",Aurora
"Sierra Plan, Harmony","$519,990+",https://www.zillow.com/community/harmony/2064153781_zpid/,Open: Monday?Saturday 1... From 2023-08-25,"5 bds3 ba2,476 sqft",Aurora
"Wellesley ; Residence 50264 Plan, The Outlook at Southshore","$802,990+",https://www.zillow.com/community/outlook-at-southshore/2063415431_zpid/,Open: Mon 10 - 6 Tue 10... From 2023-08-25,"4 bds5 ba3,138 sqft",Aurora
"Plan 1671 Modeled Plan, Painted Prairie Villas","$452,990+",https://www.zillow.com/community/painted-prairie-villas/2063046177_zpid/,Open: Mon-Tues: 10 AM-6... From 2023-08-25,"3 bds3 ba1,671 sqft",Aurora
"Pinecrest Plan, Landmark at Mead at Southshore","$817,950+",https://www.zillow.com/community/landmark-at-mead-at-southshore/2069179981_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds3 ba2,440 sqft",Aurora
"13322 E Idaho Place, Aurora, CO 80012","$575,000 ",https://www.zillow.com/homedetails/13322-E-Idaho-Pl-Aurora-CO-80012/13048764_zpid/,5 days on Zillow From 2023-08-25,"4 bds3 ba3,556 sqft",Aurora
"4425 S Kalispell Circle, Aurora, CO 80015","$630,000 ",https://www.zillow.com/homedetails/4425-S-Kalispell-Cir-Aurora-CO-80015/13106376_zpid/,Open: Sat. 11am-3pm From 2023-08-25,"5 bds3 ba2,997 sqft",Aurora
"Rainier Plan, The Aurora Highlands","$722,990+",https://www.zillow.com/community/aurora-highlands/2066578056_zpid/,Open: M:10AM-6PM;Tu:10A... From 2023-08-25,"4 bds3 ba3,052 sqft",Aurora
"16828 E Gunnison Drive Unit A, Aurora, CO 80017","$324,900 ",https://www.zillow.com/homedetails/16828-E-Gunnison-Dr-UNIT-A-Aurora-CO-80017/2055913500_zpid/,5 days on Zillow From 2023-08-25,"2 bds2 ba1,120 sqft",Aurora
"16828 E Gunnison Dr 7-A, Aurora, CO 80017","$324,900 ",https://www.zillow.com/homedetails/16828-E-Gunnison-Dr-UNIT-7A-Aurora-CO-80017/58769773_zpid/,5 days on Zillow From 2023-08-25,"2 bds2 ba1,120 sqft",Aurora
"ELM Plan, Harmony","$617,990+",https://www.zillow.com/community/harmony/2063468458_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"5 bds3 ba2,415 sqft",Aurora
"2215 S Buckley Road Unit 201, Aurora, CO 80013","$265,000 ",https://www.zillow.com/homedetails/2215-S-Buckley-Rd-APT-201-Aurora-CO-80013/13079141_zpid/,5 days on Zillow From 2023-08-25,2 bds1 ba712 sqft,Aurora
"21969 E Crestline Lane, Aurora, CO 80015","$475,000 ",https://www.zillow.com/homedetails/21969-E-Crestline-Ln-Aurora-CO-80015/58886857_zpid/,Open: Sat. 10am-2pm From 2023-08-25,"3 bds2 ba1,400 sqft",Aurora
"Soho Plan, Red Maple Ridge Neighborhood at Copperleaf","$497,950+",https://www.zillow.com/community/red-maple-ridge-neighborhood-at-copperleaf/2063258110_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"2 bds3 ba1,710 sqft",Aurora
"Ashbrook Plan, Waterstone : The Monarch Collection","$695,900+",https://www.zillow.com/community/waterstone-monarch-collection/2069960460_zpid/,Open: Mon 1-6 ; Tue 10-... From 2023-08-25,"4 bds4 ba2,578 sqft",Aurora
"Plan 1532 Plan, Painted Prairie","$509,990+",https://www.zillow.com/community/painted-prairie/2062312990_zpid/,Open: Mon-Thurs: 10 AM-... From 2023-08-25,"3 bds2 ba1,532 sqft",Aurora
"1144 Olathe Street, Aurora, CO 80011","$437,500 ",https://www.zillow.com/homedetails/1144-Olathe-St-Aurora-CO-80011/13060428_zpid/,6 days on Zillow From 2023-08-25,"4 bds2 ba1,850 sqft",Aurora
"Citrine Plan, Harmony","$520,950+",https://www.zillow.com/community/harmony/2067387756_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds3 ba1,960 sqft",Aurora
"13635 E Bates Avenue Unit 310, Aurora, CO 80014","$259,900 ",https://www.zillow.com/homedetails/13635-E-Bates-Ave-APT-310-Aurora-CO-80014/13058212_zpid/,6 days on Zillow From 2023-08-25,"2 bds2 ba1,200 sqft",Aurora
"1207 S Kramer Court, Aurora, CO 80012","$699,000 ",https://www.zillow.com/homedetails/1207-S-Kramer-Ct-Aurora-CO-80012/13047616_zpid/,6 days on Zillow From 2023-08-25,"5 bds4 ba3,822 sqft",Aurora
"Arlington Plan, The Aurora Highlands","$615,950+",https://www.zillow.com/community/aurora-highlands/2070071008_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds2 ba1,973 sqft",Aurora
"23746 E Grand Place, Aurora, CO 80016","$669,000 ",https://www.zillow.com/homedetails/23746-E-Grand-Pl-Aurora-CO-80016/87623615_zpid/,3D Tour From 2023-08-25,"5 bds4 ba3,872 sqft",Aurora
"Powell Plan, Landmark at Mead at Southshore","$837,950+",https://www.zillow.com/community/landmark-at-mead-at-southshore/2069179982_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-25,"3 bds4 ba2,608 sqft",Aurora
"13800 E Marina Drive Unit 603, Aurora, CO 80014","$314,500 ",https://www.zillow.com/homedetails/13800-E-Marina-Dr-APT-603-Aurora-CO-80014/13083184_zpid/,6 days on Zillow From 2023-08-25,"2 bds2 ba1,092 sqft",Aurora
